interaction_id,merchant_id,date,category,issue,channel,resolution_status,resolution_time_days
INT330139,BPM100199,2025-03-08,Product,Device Replacement,Field Agent,Resolved,4.0
INT330694,BPM100200,2025-03-07,Technical,Payment Failed,WhatsApp,Resolved,2.0
INT294004,BPM100200,2025-04-08,Account,KYC Verification,Field Agent,Resolved,0.0
INT922981,BPM100200,2025-03-12,Product,Feature Request,WhatsApp,Resolved,1.0
INT477351,BPM100201,2025-04-30,Financial,Transaction Dispute,WhatsApp,Resolved,0.0
INT134669,BPM100202,2025-04-13,Financial,Transaction Dispute,In-App,Resolved,2.0
INT129896,BPM100202,2025-04-08,Account,KYC Verification,Phone,Pending,13.0
INT608446,BPM100202,2025-03-11,Financial,Refund Request,WhatsApp,Resolved,5.0
INT412509,BPM100203,2025-04-14,Product,Device Replacement,Phone,Resolved,0.0
INT975742,BPM100204,2025-03-24,Technical,Payment Failed,Field Agent,Resolved,2.0
INT492635,BPM100204,2025-03-04,Technical,Soundbox Issues,In-App,Resolved,0.0
INT422152,BPM100206,2025-03-16,Product,New Product Inquiry,In-App,Resolved,0.0
INT700937,BPM100207,2025-03-05,Account,KYC Verification,Phone,Resolved,4.0
INT459056,BPM100208,2025-05-01,Technical,Payment Failed,WhatsApp,Resolved,4.0
INT896873,BPM100209,2025-04-22,Technical,Soundbox Issues,WhatsApp,Resolved,3.0
INT447876,BPM100209,2025-03-10,Account,Account Update,In-App,Resolved,1.0
INT711061,BPM100209,2025-04-08,Financial,Loan Inquiry,WhatsApp,Pending,8.0
INT542014,BPM100211,2025-02-21,Financial,Loan Inquiry,Phone,Resolved,2.0
INT322100,BPM100211,2025-04-30,Account,Bank Account Change,WhatsApp,Resolved,5.0
INT650479,BPM100212,2025-03-02,Account,KYC Verification,In-App,Pending,9.0
INT903454,BPM100212,2025-03-04,Product,New Product Inquiry,WhatsApp,Pending,4.0
INT603801,BPM100214,2025-05-08,Product,New Product Inquiry,WhatsApp,Resolved,0.0
INT922097,BPM100214,2025-02-18,Technical,QR Code Not Working,In-App,Resolved,1.0
INT995049,BPM100214,2025-03-27,Technical,QR Code Not Working,Phone,Pending,14.0
INT735349,BPM100214,2025-02-28,Account,Account Update,Email,Escalated,12.0
INT767004,BPM100215,2025-03-21,Product,Feature Request,In-App,Resolved,4.0
INT237867,BPM100215,2025-04-16,Technical,Soundbox Issues,Field Agent,Resolved,0.0
INT318537,BPM100215,2025-05-01,Account,Account Update,WhatsApp,Pending,13.0
INT738822,BPM100216,2025-03-15,Product,New Product Inquiry,Email,Resolved,0.0
INT173052,BPM100216,2025-02-24,Account,Account Update,Email,Pending,4.0
INT388254,BPM100217,2025-04-06,Financial,Settlement Delay,Email,Resolved,4.0
INT570565,BPM100217,2025-04-04,Technical,Payment Failed,Phone,Escalated,20.0
INT665659,BPM100217,2025-04-12,Technical,Login Issues,Field Agent,Pending,7.0
INT321461,BPM100217,2025-05-06,Technical,App Crash,In-App,Pending,4.0
INT909546,BPM100218,2025-03-01,Technical,Soundbox Issues,Field Agent,Resolved,4.0
INT663884,BPM100218,2025-03-10,Product,Feature Request,WhatsApp,Escalated,11.0
INT589081,BPM100219,2025-03-28,Account,Password Reset,Email,Resolved,5.0
INT265766,BPM100219,2025-04-10,Product,New Product Inquiry,Field Agent,Resolved,2.0
INT215402,BPM100219,2025-03-03,Technical,App Crash,Email,Pending,5.0
INT171631,BPM100221,2025-03-16,Product,Device Replacement,WhatsApp,Resolved,2.0
INT332391,BPM100221,2025-03-13,Technical,Payment Failed,In-App,Resolved,1.0
INT152795,BPM100222,2025-04-04,Financial,Loan Inquiry,WhatsApp,Resolved,3.0
INT338184,BPM100222,2025-02-25,Product,Device Replacement,Phone,Resolved,0.0
INT437991,BPM100222,2025-05-01,Technical,Soundbox Issues,Email,Pending,10.0
INT208822,BPM100223,2025-04-14,Account,Bank Account Change,Phone,Pending,10.0
INT858835,BPM100224,2025-03-12,Financial,Refund Request,Email,Resolved,1.0
INT537642,BPM100224,2025-05-11,Financial,Refund Request,Field Agent,Resolved,0.0
INT707548,BPM100225,2025-03-24,Financial,Loan Inquiry,In-App,Resolved,3.0
INT658356,BPM100225,2025-05-10,Financial,Transaction Dispute,Field Agent,Resolved,5.0
INT298683,BPM100225,2025-04-26,Financial,Transaction Dispute,Phone,Pending,13.0
INT897512,BPM100226,2025-04-04,Account,Account Update,Phone,Pending,5.0
INT275239,BPM100226,2025-02-22,Account,KYC Verification,Phone,Resolved,3.0
INT146813,BPM100227,2025-03-28,Product,New Product Inquiry,Email,Resolved,1.0
INT633117,BPM100227,2025-05-09,Account,Password Reset,Field Agent,Pending,5.0
INT841532,BPM100227,2025-02-27,Product,Feature Request,Phone,Resolved,5.0
INT243154,BPM100228,2025-03-28,Account,Account Update,In-App,Resolved,5.0
INT997589,BPM100230,2025-04-06,Account,Password Reset,In-App,Resolved,5.0
INT444859,BPM100230,2025-05-09,Product,Device Replacement,Email,Resolved,2.0
INT599778,BPM100230,2025-03-30,Product,Feature Request,In-App,Pending,8.0
INT147520,BPM100231,2025-03-02,Product,Pricing Query,Phone,Resolved,0.0
INT225519,BPM100231,2025-03-23,Technical,Payment Failed,WhatsApp,Resolved,4.0
INT614832,BPM100231,2025-04-02,Product,Device Replacement,WhatsApp,Resolved,5.0
INT288421,BPM100232,2025-04-22,Account,Password Reset,In-App,Resolved,5.0
INT742035,BPM100233,2025-04-16,Product,New Product Inquiry,Field Agent,Resolved,0.0
INT495168,BPM100233,2025-04-22,Technical,Login Issues,Email,Escalated,16.0
INT835106,BPM100235,2025-05-12,Technical,Login Issues,WhatsApp,Resolved,4.0
INT312130,BPM100236,2025-05-17,Product,Pricing Query,Phone,Resolved,0.0
INT791419,BPM100236,2025-03-20,Financial,Transaction Dispute,Email,Resolved,1.0
INT643484,BPM100236,2025-04-02,Technical,App Crash,Phone,Resolved,0.0
INT764860,BPM100237,2025-04-29,Financial,Settlement Delay,Phone,Resolved,2.0
INT443096,BPM100237,2025-04-06,Financial,Loan Inquiry,Field Agent,Pending,14.0
INT622762,BPM100237,2025-05-04,Account,Account Update,WhatsApp,Resolved,0.0
INT537444,BPM100238,2025-03-05,Technical,QR Code Not Working,Email,Resolved,0.0
INT786534,BPM100238,2025-04-22,Account,Account Update,Phone,Resolved,0.0
INT633910,BPM100238,2025-04-01,Account,Bank Account Change,Phone,Escalated,10.0
INT388389,BPM100239,2025-03-19,Technical,Payment Failed,Phone,Resolved,2.0
INT610085,BPM100239,2025-03-30,Technical,Login Issues,Phone,Resolved,1.0
INT209797,BPM100239,2025-05-10,Technical,Login Issues,Field Agent,Resolved,1.0
INT545249,BPM100240,2025-03-15,Account,Account Update,Field Agent,Resolved,2.0
INT398529,BPM100240,2025-03-20,Technical,Soundbox Issues,Phone,Resolved,3.0
INT361195,BPM100242,2025-04-20,Account,Bank Account Change,In-App,Resolved,1.0
INT293507,BPM100242,2025-05-05,Account,Bank Account Change,In-App,Resolved,2.0
INT899846,BPM100242,2025-03-14,Financial,Loan Inquiry,Field Agent,Resolved,3.0
INT843878,BPM100243,2025-03-22,Product,New Product Inquiry,WhatsApp,Resolved,4.0
INT898433,BPM100243,2025-04-17,Account,Bank Account Change,Phone,Pending,7.0
INT365434,BPM100243,2025-04-22,Technical,Payment Failed,Phone,Resolved,2.0
INT878289,BPM100244,2025-03-03,Product,Device Replacement,Phone,Resolved,3.0
INT609944,BPM100244,2025-04-18,Account,Bank Account Change,Email,Escalated,19.0
INT311906,BPM100244,2025-02-23,Account,Bank Account Change,Email,Resolved,1.0
INT863904,BPM100245,2025-04-18,Technical,Payment Failed,Phone,Customer Dropout,
INT432636,BPM100245,2025-03-27,Technical,Login Issues,Email,Pending,5.0
INT959386,BPM100246,2025-03-16,Product,Device Replacement,In-App,Resolved,0.0
INT662233,BPM100246,2025-03-17,Product,Device Replacement,WhatsApp,Pending,4.0
INT365245,BPM100247,2025-03-30,Financial,Transaction Dispute,Email,Pending,4.0
INT431281,BPM100247,2025-05-08,Technical,QR Code Not Working,Field Agent,Resolved,0.0
INT670938,BPM100248,2025-05-16,Technical,Payment Failed,WhatsApp,Resolved,0.0
INT712858,BPM100248,2025-05-03,Account,Bank Account Change,In-App,Escalated,14.0
INT473401,BPM100249,2025-04-22,Product,Feature Request,WhatsApp,Resolved,0.0
INT280072,BPM100249,2025-03-17,Product,Pricing Query,Phone,Pending,4.0
INT687515,BPM100249,2025-05-13,Product,Device Replacement,WhatsApp,Resolved,4.0
INT281343,BPM100250,2024-12-12,Financial,Transaction Dispute,WhatsApp,Resolved,5.0
INT419085,BPM100250,2024-11-17,Account,KYC Verification,Phone,Resolved,5.0
INT229433,BPM100250,2024-11-30,Financial,Refund Request,WhatsApp,Customer Dropout,
INT208068,BPM100252,2025-04-05,Product,Device Replacement,WhatsApp,Resolved,2.0
INT929475,BPM100256,2025-05-01,Technical,Payment Failed,In-App,Resolved,5.0
INT692053,BPM100256,2025-05-17,Account,KYC Verification,In-App,Escalated,14.0
INT320939,BPM100256,2025-04-12,Account,Account Update,WhatsApp,Resolved,0.0
INT481495,BPM100257,2025-04-25,Financial,Refund Request,Field Agent,Pending,9.0
INT533742,BPM100257,2025-04-01,Technical,Payment Failed,Phone,Resolved,1.0
INT610676,BPM100258,2025-04-29,Technical,Soundbox Issues,WhatsApp,Escalated,17.0
INT601066,BPM100258,2025-04-09,Account,Bank Account Change,In-App,Resolved,5.0
INT363852,BPM100258,2025-05-17,Account,Bank Account Change,WhatsApp,Escalated,8.0
INT373138,BPM100259,2025-04-22,Account,Password Reset,Phone,Pending,7.0
INT899788,BPM100259,2025-02-21,Financial,Loan Inquiry,Field Agent,Resolved,3.0
INT990463,BPM100259,2025-04-13,Financial,Settlement Delay,Email,Resolved,1.0
INT400785,BPM100260,2025-03-30,Financial,Transaction Dispute,Phone,Resolved,4.0
INT193763,BPM100261,2025-03-17,Account,Bank Account Change,WhatsApp,Pending,12.0
INT269025,BPM100261,2025-03-27,Account,Password Reset,Email,Pending,4.0
INT818866,BPM100261,2025-04-18,Technical,QR Code Not Working,WhatsApp,Pending,3.0
INT572739,BPM100261,2025-05-10,Technical,QR Code Not Working,Field Agent,Customer Dropout,
INT476948,BPM100262,2025-05-08,Account,Bank Account Change,Phone,Escalated,18.0
INT506991,BPM100262,2025-04-18,Financial,Refund Request,WhatsApp,Resolved,1.0
INT933144,BPM100265,2025-02-24,Technical,App Crash,In-App,Escalated,8.0
INT505742,BPM100265,2025-04-29,Account,Account Update,Phone,Resolved,5.0
INT593098,BPM100266,2025-04-21,Account,KYC Verification,Field Agent,Resolved,0.0
INT726740,BPM100266,2025-05-19,Product,Pricing Query,WhatsApp,Resolved,4.0
INT846697,BPM100266,2025-02-27,Technical,App Crash,Phone,Resolved,3.0
INT786854,BPM100268,2025-04-11,Account,KYC Verification,Email,Pending,9.0
INT652507,BPM100268,2025-04-05,Account,Account Update,Field Agent,Escalated,8.0
INT682966,BPM100269,2025-03-21,Product,Device Replacement,Email,Resolved,3.0
INT711591,BPM100270,2025-04-10,Product,Pricing Query,Field Agent,Resolved,3.0
INT278057,BPM100270,2025-02-24,Financial,Refund Request,Email,Resolved,5.0
INT558764,BPM100271,2025-02-25,Technical,App Crash,Field Agent,Resolved,5.0
INT212960,BPM100271,2025-04-27,Product,New Product Inquiry,Field Agent,Escalated,10.0
INT151979,BPM100271,2025-02-27,Product,Feature Request,In-App,Resolved,3.0
INT810750,BPM100273,2025-03-07,Product,New Product Inquiry,In-App,Resolved,2.0
INT908287,BPM100273,2025-03-22,Account,Bank Account Change,WhatsApp,Resolved,3.0
INT984921,BPM100273,2025-03-09,Financial,Refund Request,Phone,Resolved,3.0
INT625282,BPM100274,2025-03-20,Technical,Payment Failed,Phone,Resolved,4.0
INT284914,BPM100276,2025-05-10,Financial,Loan Inquiry,WhatsApp,Pending,14.0
INT905469,BPM100278,2025-04-21,Technical,QR Code Not Working,Field Agent,Pending,12.0
INT264823,BPM100279,2025-03-27,Financial,Refund Request,Email,Pending,9.0
INT539097,BPM100279,2025-05-15,Technical,App Crash,Phone,Resolved,3.0
INT733931,BPM100280,2025-03-17,Account,KYC Verification,Email,Resolved,3.0
INT341170,BPM100280,2025-03-20,Technical,QR Code Not Working,In-App,Resolved,2.0
INT658530,BPM100281,2025-04-10,Account,Bank Account Change,Field Agent,Resolved,2.0
INT317326,BPM100281,2025-05-17,Financial,Settlement Delay,Field Agent,Pending,5.0
INT367001,BPM100281,2025-02-20,Technical,Soundbox Issues,Phone,Resolved,4.0
INT465987,BPM100282,2025-04-01,Product,New Product Inquiry,In-App,Resolved,1.0
INT772361,BPM100283,2025-05-17,Account,Bank Account Change,WhatsApp,Resolved,2.0
INT584462,BPM100283,2025-04-05,Technical,App Crash,WhatsApp,Resolved,1.0
INT637491,BPM100284,2025-03-06,Technical,Soundbox Issues,Field Agent,Escalated,14.0
INT597852,BPM100284,2025-02-22,Technical,QR Code Not Working,In-App,Resolved,3.0
INT118582,BPM100284,2025-05-13,Account,KYC Verification,In-App,Resolved,5.0
INT256455,BPM100285,2025-04-14,Product,Device Replacement,Phone,Pending,13.0
INT130432,BPM100285,2025-04-30,Product,New Product Inquiry,Phone,Resolved,0.0
INT658006,BPM100287,2025-03-14,Account,KYC Verification,Email,Resolved,1.0
INT582351,BPM100289,2025-05-07,Financial,Transaction Dispute,WhatsApp,Resolved,1.0
INT801036,BPM100290,2025-04-20,Technical,App Crash,Field Agent,Pending,6.0
INT686565,BPM100290,2025-05-14,Product,New Product Inquiry,Field Agent,Resolved,5.0
INT289337,BPM100291,2025-05-19,Technical,Soundbox Issues,Email,Pending,13.0
INT823765,BPM100293,2025-04-09,Financial,Loan Inquiry,Phone,Escalated,18.0
INT111197,BPM100293,2025-03-01,Account,Password Reset,Email,Pending,6.0
INT182132,BPM100293,2025-03-22,Technical,App Crash,Email,Resolved,4.0
INT474310,BPM100294,2025-04-04,Product,Pricing Query,Email,Resolved,5.0
INT531528,BPM100294,2025-05-10,Product,Device Replacement,Field Agent,Pending,15.0
INT511153,BPM100295,2024-11-29,Account,KYC Verification,In-App,Customer Dropout,
INT830832,BPM100295,2024-11-03,Financial,Transaction Dispute,WhatsApp,Resolved,0.0
INT236093,BPM100296,2025-02-26,Technical,App Crash,WhatsApp,Pending,14.0
INT702614,BPM100296,2025-03-30,Technical,QR Code Not Working,Field Agent,Resolved,0.0
INT399005,BPM100296,2025-02-18,Account,KYC Verification,Phone,Resolved,4.0
INT250627,BPM100297,2025-03-24,Financial,Loan Inquiry,In-App,Resolved,1.0
INT451601,BPM100297,2025-04-25,Account,Password Reset,Field Agent,Escalated,16.0
INT750663,BPM100299,2025-02-25,Product,Feature Request,Field Agent,Pending,8.0
INT392506,BPM100300,2025-03-09,Account,Password Reset,Phone,Resolved,1.0
INT400212,BPM100301,2025-03-12,Account,KYC Verification,In-App,Resolved,3.0
INT649153,BPM100302,2025-03-19,Technical,Payment Failed,Email,Resolved,3.0
INT774817,BPM100302,2025-04-19,Technical,Payment Failed,Field Agent,Pending,9.0
INT769306,BPM100302,2025-02-22,Financial,Refund Request,Email,Pending,12.0
INT841837,BPM100302,2025-05-13,Financial,Refund Request,WhatsApp,Pending,4.0
INT800099,BPM100303,2025-04-25,Financial,Settlement Delay,WhatsApp,Resolved,0.0
INT529851,BPM100303,2025-03-16,Financial,Settlement Delay,WhatsApp,Resolved,0.0
INT804677,BPM100304,2025-03-07,Product,Device Replacement,Email,Escalated,12.0
INT465919,BPM100304,2025-02-22,Account,Password Reset,In-App,Resolved,4.0
INT897007,BPM100306,2025-04-21,Product,New Product Inquiry,Field Agent,Resolved,3.0
INT295248,BPM100307,2025-03-03,Financial,Settlement Delay,Field Agent,Resolved,2.0
INT565486,BPM100307,2025-02-26,Account,KYC Verification,Email,Resolved,1.0
INT817647,BPM100308,2025-03-05,Account,KYC Verification,WhatsApp,Escalated,9.0
INT419315,BPM100308,2025-02-23,Technical,Login Issues,In-App,Resolved,1.0
INT768930,BPM100308,2025-04-28,Product,Pricing Query,WhatsApp,Resolved,5.0
INT277412,BPM100309,2025-02-24,Technical,QR Code Not Working,WhatsApp,Escalated,8.0
INT671031,BPM100309,2025-03-28,Account,Password Reset,Email,Resolved,4.0
INT927245,BPM100309,2025-03-18,Technical,Soundbox Issues,In-App,Resolved,5.0
INT662833,BPM100310,2025-03-19,Account,Password Reset,Field Agent,Resolved,3.0
INT568876,BPM100311,2025-03-26,Product,New Product Inquiry,Email,Resolved,2.0
INT518909,BPM100311,2025-04-10,Technical,Payment Failed,Email,Resolved,3.0
INT639947,BPM100312,2025-05-16,Account,Account Update,WhatsApp,Escalated,14.0
INT166224,BPM100312,2025-03-10,Financial,Transaction Dispute,Field Agent,Resolved,1.0
INT985262,BPM100312,2025-04-10,Financial,Loan Inquiry,In-App,Escalated,15.0
INT567969,BPM100313,2025-03-17,Financial,Transaction Dispute,Field Agent,Pending,8.0
INT710407,BPM100313,2025-03-12,Financial,Transaction Dispute,In-App,Resolved,1.0
INT776582,BPM100313,2025-03-14,Product,Device Replacement,Field Agent,Resolved,2.0
INT501999,BPM100313,2025-04-29,Financial,Loan Inquiry,Phone,Pending,4.0
INT894520,BPM100314,2025-04-28,Product,New Product Inquiry,Field Agent,Resolved,1.0
INT740443,BPM100315,2025-04-04,Account,Account Update,WhatsApp,Resolved,1.0
INT970894,BPM100315,2025-03-01,Financial,Settlement Delay,WhatsApp,Resolved,1.0
INT550983,BPM100315,2025-04-15,Product,Device Replacement,WhatsApp,Resolved,1.0
INT665533,BPM100316,2025-02-22,Account,Password Reset,WhatsApp,Pending,5.0
INT830441,BPM100316,2025-04-22,Technical,Login Issues,Field Agent,Escalated,13.0
INT736511,BPM100316,2025-04-23,Account,Account Update,WhatsApp,Resolved,0.0
INT238806,BPM100317,2025-02-27,Product,New Product Inquiry,WhatsApp,Resolved,5.0
INT961188,BPM100319,2025-05-19,Technical,QR Code Not Working,In-App,Resolved,0.0
INT549888,BPM100319,2025-03-02,Financial,Transaction Dispute,Field Agent,Pending,15.0
INT286547,BPM100320,2025-03-28,Product,New Product Inquiry,Field Agent,Pending,12.0
INT511295,BPM100321,2025-04-16,Account,KYC Verification,Field Agent,Resolved,3.0
INT303301,BPM100321,2025-04-29,Financial,Loan Inquiry,WhatsApp,Resolved,2.0
INT530146,BPM100321,2025-03-30,Product,Feature Request,Email,Pending,6.0
INT136892,BPM100322,2025-04-06,Account,Account Update,Email,Resolved,0.0
INT931902,BPM100322,2025-02-25,Product,Feature Request,WhatsApp,Escalated,15.0
INT615794,BPM100322,2025-04-18,Technical,Soundbox Issues,In-App,Resolved,3.0
INT228292,BPM100324,2025-03-18,Financial,Refund Request,In-App,Resolved,2.0
INT153443,BPM100325,2025-05-05,Product,Feature Request,Email,Escalated,17.0
INT357110,BPM100325,2025-04-18,Account,Account Update,Phone,Pending,15.0
INT630325,BPM100326,2025-02-22,Account,KYC Verification,Field Agent,Resolved,4.0
INT882438,BPM100326,2025-03-20,Financial,Refund Request,In-App,Resolved,5.0
INT904258,BPM100326,2025-03-12,Financial,Refund Request,Field Agent,Resolved,3.0
INT724581,BPM100328,2025-02-25,Account,KYC Verification,Phone,Resolved,4.0
INT363767,BPM100328,2025-03-04,Product,Feature Request,Email,Pending,7.0
INT426860,BPM100330,2025-05-16,Financial,Settlement Delay,In-App,Resolved,3.0
INT326050,BPM100330,2025-02-23,Account,Account Update,Email,Resolved,1.0
INT264235,BPM100330,2025-04-29,Product,Feature Request,In-App,Resolved,4.0
INT123521,BPM100331,2025-04-13,Product,New Product Inquiry,Phone,Resolved,5.0
INT952641,BPM100331,2025-02-18,Technical,App Crash,Phone,Resolved,0.0
INT213996,BPM100332,2025-03-14,Product,Pricing Query,In-App,Resolved,2.0
INT369012,BPM100332,2025-02-22,Product,Device Replacement,In-App,Resolved,3.0
INT730726,BPM100333,2025-05-16,Technical,Soundbox Issues,Field Agent,Resolved,0.0
INT359302,BPM100333,2025-04-03,Account,Password Reset,In-App,Resolved,0.0
INT349049,BPM100334,2025-02-23,Technical,QR Code Not Working,Email,Resolved,4.0
INT494022,BPM100334,2025-04-17,Financial,Refund Request,Field Agent,Resolved,4.0
INT969620,BPM100334,2025-03-23,Technical,App Crash,Email,Pending,7.0
INT497805,BPM100336,2025-03-15,Account,Account Update,WhatsApp,Escalated,8.0
INT764822,BPM100337,2025-04-01,Account,KYC Verification,WhatsApp,Pending,5.0
INT251095,BPM100337,2025-03-17,Account,Password Reset,Email,Pending,13.0
