merchant_id,business_name,business_category,subcategory,state,district,city,tier,pin_code,onboarding_date,acquisition_channel,device_type,active_status,last_transaction_date,qr_displayed,soundbox_adopted,swipe_machine,loans_taken,current_loan_status,monthly_transaction_count,monthly_transaction_value,avg_ticket_size
BPM100125,Sri Store,Food & Beverage,Bakery,Maharashtra,Pune,Pune,Tier 2,427474,2023-06-18,App Store Download,Android Mid-Range,Active,2025-04-24,Yes,No,No,1,Active,1122,174002,155.08
BPM100126,Shree Emporium,Retail,Electronics,Uttar Pradesh,Kanpur,Kanpur,Tier 3,220922,2022-07-26,Field Sales,Android Mid-Range,Active,2025-05-12,Yes,No,No,0,No Loan,433,65536,151.35
BPM100127,Toor Dukaan,Services,Electronics Repair,Uttar Pradesh,Meerut,Meerut,Tier 3,203697,2023-01-29,Field Sales,Android Mid-Range,Active,2025-05-10,Yes,Yes,Yes,0,No Loan,322,36595,113.65
BPM100128,Deo Traders,Retail,Clothing,Karnataka,Hubli,Hubli,Tier 3,561951,2022-12-16,Digital Marketing,Android Mid-Range,Active,2025-05-08,Yes,No,No,1,Default,574,143529,250.05
BPM100129,New & Co.,Food & Beverage,Dhaba,Uttar Pradesh,Kanpur,Kanpur,Tier 2,277194,2023-12-10,Field Sales,Android Mid-Range,Active,2025-05-07,Yes,No,No,1,Paid,935,184725,197.57
BPM100130,Pingle Dukan,Services,Mobile Repair,Tamil Nadu,Coimbatore,Coimbatore,Tier 3,605814,2023-01-16,Field Sales,Android High-End,Active,2025-05-18,Yes,No,No,0,No Loan,58,61703,1063.84
BPM100131,Royal & Sons,Retail,General Store,Tamil Nadu,Coimbatore,Coimbatore,Tier 3,629575,2022-10-17,Merchant Event,Android Low-End,Active,2025-04-26,Yes,No,No,0,No Loan,245,46504,189.81
BPM100132,Mistry Emporium,Retail,Mobile Shop,Gujarat,Surat,Surat,Tier 2,363509,2023-10-18,Field Sales,Android Low-End,Active,2025-05-10,Yes,Yes,No,0,No Loan,439,85023,193.67
BPM100133,Desai Dukaan,Retail,Stationery,Tamil Nadu,Coimbatore,Coimbatore,Tier 3,619124,2022-11-09,Field Sales,Android High-End,Dormant,2025-03-16,Yes,No,No,0,No Loan,454,51827,114.16
BPM100134,D’Alia Mart,Retail,Grocery,Maharashtra,Pune,Pune,Tier 1,443743,2022-07-24,Field Sales,Android High-End,Dormant,2025-03-26,Yes,No,No,0,No Loan,997,127931,128.32
BPM100135,Manda Emporium,Food & Beverage,Cafe,Maharashtra,Nashik,Nashik,Tier 3,437452,2023-05-28,Referral,Android High-End,Dormant,2025-04-14,No,No,No,0,No Loan,770,59121,76.78
BPM100136,Oza Junction,Wholesale,Grocery Wholesale,Punjab,Amritsar,Amritsar,Tier 3,162951,2023-04-20,Referral,Android Mid-Range,Active,2025-05-01,Yes,No,No,0,No Loan,93,263231,2830.44
BPM100137,Yashasvi Emporium,Wholesale,Grocery Wholesale,Karnataka,Belgaum,Belgaum,Tier 2,579944,2023-03-21,Referral,Android Low-End,Active,2025-05-09,Yes,Yes,Yes,2,Active,160,319920,1999.5
BPM100138,Modern Junction,Retail,Clothing,Tamil Nadu,Trichy,Trichy,Tier 3,624504,2023-05-15,Referral,Android Mid-Range,Active,2025-05-14,Yes,No,No,1,Paid,282,69617,246.87
BPM100139,New Enterprise,Wholesale,Textile Wholesale,Delhi,West Delhi,West Delhi,Tier 1,110062,2023-08-08,Field Sales,Android Mid-Range,Active,2025-05-10,Yes,Yes,No,0,No Loan,249,717634,2882.06
BPM100140,Modern Mart,Wholesale,Textile Wholesale,Maharashtra,Aurangabad,Aurangabad,Tier 3,400583,2023-05-09,Field Sales,Android Low-End,Active,2025-05-11,Yes,Yes,Yes,1,Active,62,183412,2958.26
BPM100141,Neel Point,Food & Beverage,Sweet Shop,West Bengal,Asansol,Asansol,Tier 3,719581,2022-12-04,Digital Marketing,Android Mid-Range,Active,2025-05-09,Yes,No,No,0,No Loan,678,119334,176.01
BPM100142,Prisha Center,Wholesale,Electronics Wholesale,Tamil Nadu,Coimbatore,Coimbatore,Tier 3,635037,2022-09-17,Field Sales,Android High-End,Dormant,2025-04-11,Yes,No,No,0,No Loan,166,302597,1822.87
BPM100143,Modern Traders,Services,Electronics Repair,Gujarat,Vadodara,Vadodara,Tier 2,384358,2022-07-27,App Store Download,Android Low-End,Active,2025-05-17,Yes,Yes,Yes,0,No Loan,316,101271,320.48
BPM100144,Banik Emporium,Food & Beverage,Juice Center,Tamil Nadu,Trichy,Trichy,Tier 2,629987,2023-07-20,Field Sales,Android Mid-Range,Dormant,2025-03-22,Yes,No,Yes,0,No Loan,652,172709,264.89
BPM100145,Divan Mart,Food & Beverage,Juice Center,Gujarat,Ahmedabad,Ahmedabad,Tier 2,394981,2023-01-16,Field Sales,Android Mid-Range,Active,2025-05-12,Yes,No,Yes,2,Active,432,249239,576.94
BPM100146,Datta Emporium,Wholesale,Electronics Wholesale,Punjab,Ludhiana,Ludhiana,Tier 2,151230,2022-11-22,Field Sales,iPhone,Active,2025-05-15,Yes,Yes,No,2,Paid,111,333431,3003.88
BPM100147,Shree Traders,Retail,Medical Store,Delhi,Central Delhi,Central Delhi,Tier 3,110088,2022-08-02,Referral,Android Mid-Range,Active,2025-05-19,Yes,No,No,0,No Loan,306,63812,208.54
BPM100148,Baral Enterprises,Wholesale,Textile Wholesale,West Bengal,Kolkata,Kolkata,Tier 1,706964,2022-12-31,Digital Marketing,Android Low-End,Active,2025-05-02,Yes,Yes,No,1,Active,139,555316,3995.08
BPM100149,Super Junction,Services,Mobile Repair,Delhi,North Delhi,North Delhi,Tier 3,110037,2023-06-16,Partner Bank,Android Low-End,Active,2025-05-06,Yes,Yes,No,3,Active,113,39197,346.88
BPM100150,Shri Emporium,Wholesale,Stationery Wholesale,Delhi,East Delhi,East Delhi,Tier 3,110014,2023-05-02,Field Sales,Android Mid-Range,Active,2025-05-14,Yes,No,Yes,0,No Loan,137,292987,2138.59
BPM100151,Super Dukan,Retail,Clothing,Rajasthan,Udaipur,Udaipur,Tier 3,340065,2022-10-16,Digital Marketing,Android Mid-Range,Active,2025-04-27,Yes,No,No,0,No Loan,257,80906,314.81
BPM100152,Khalsa Center,Services,Printing Services,Gujarat,Surat,Surat,Tier 2,391583,2023-01-12,Partner Bank,Android Low-End,Active,2025-05-14,Yes,No,No,0,No Loan,386,48158,124.76
BPM100153,Goel Emporium,Retail,Stationery,Tamil Nadu,Salem,Salem,Tier 3,615400,2022-10-16,Field Sales,Android Mid-Range,Active,2025-04-29,Yes,Yes,Yes,0,No Loan,351,104441,297.55
BPM100154,Nitara Center,Food & Beverage,Fast Food,Uttar Pradesh,Agra,Agra,Tier 3,207113,2022-07-28,Digital Marketing,Android Low-End,Active,2025-05-16,Yes,Yes,Yes,0,No Loan,721,119556,165.82
BPM100155,Shri Dukaan,Services,Electronics Repair,Karnataka,Mangalore,Mangalore,Tier 1,563504,2024-02-12,Digital Marketing,iPhone,Active,2025-05-09,Yes,No,No,0,No Loan,225,98280,436.8
BPM100156,Modern Center,Wholesale,Stationery Wholesale,Karnataka,Bangalore Urban,Bangalore Urban,Tier 1,578128,2022-11-19,Partner Bank,Android Mid-Range,Active,2025-04-30,Yes,Yes,Yes,0,No Loan,276,353414,1280.49
BPM100157,Amara Dukan,Services,Printing Services,Karnataka,Belgaum,Belgaum,Tier 2,569794,2023-11-02,Field Sales,Android Mid-Range,Active,2025-04-27,Yes,No,No,0,No Loan,315,64119,203.55
BPM100158,Sri Shop,Retail,General Store,Gujarat,Rajkot,Rajkot,Tier 2,360836,2023-01-19,Field Sales,Android High-End,Active,2025-04-28,Yes,No,No,0,No Loan,377,69163,183.46
BPM100159,Singhal Emporium,Food & Beverage,Tea Stall,Punjab,Bathinda,Bathinda,Tier 3,152743,2023-07-02,Referral,Android Mid-Range,Active,2025-05-02,Yes,No,Yes,0,No Loan,1167,70021,60.0
BPM100160,Sri Mart,Food & Beverage,Cafe,Tamil Nadu,Chennai,Chennai,Tier 2,612253,2023-07-17,Digital Marketing,Android Mid-Range,Active,2025-05-09,Yes,No,Yes,0,No Loan,764,92449,121.01
BPM100161,Kari Store,Retail,Clothing,Delhi,East Delhi,East Delhi,Tier 2,110023,2023-04-03,Digital Marketing,Android Low-End,Active,2025-05-08,Yes,No,No,0,No Loan,475,103757,218.44
BPM100162,Bajwa Industries,Retail,Mobile Shop,Delhi,New Delhi,New Delhi,Tier 2,110036,2023-06-16,App Store Download,Android Low-End,Active,2025-04-19,Yes,No,No,0,No Loan,615,97182,158.02
BPM100163,Rastogi Point,Retail,Stationery,Gujarat,Ahmedabad,Ahmedabad,Tier 1,370076,2023-06-27,Digital Marketing,Android Mid-Range,Dormant,2025-02-26,Yes,Yes,No,0,No Loan,729,115011,157.77
BPM100164,Modern Enterprises,Services,Electronics Repair,Delhi,New Delhi,New Delhi,Tier 3,110009,2023-09-07,Digital Marketing,Android High-End,Active,2025-05-07,Yes,Yes,Yes,2,Paid,109,52886,485.19
BPM100165,Shree Enterprises,Food & Beverage,Cafe,Uttar Pradesh,Lucknow,Lucknow,Tier 2,272551,2022-07-23,Field Sales,Android High-End,Active,2025-04-26,Yes,Yes,No,0,No Loan,564,70059,124.22
BPM100166,Indali Center,Retail,Stationery,Tamil Nadu,Chennai,Chennai,Tier 1,611885,2022-11-04,Referral,Android Low-End,Active,2025-04-19,Yes,Yes,No,2,Paid,711,174069,244.82
BPM100167,Mugdha Shop,Food & Beverage,Restaurant,Karnataka,Hubli,Hubli,Tier 3,574034,2024-06-14,Field Sales,Android Mid-Range,Active,2025-04-28,Yes,No,No,0,No Loan,646,82249,127.32
BPM100168,Golden & Co.,Retail,Grocery,West Bengal,Howrah,Howrah,Tier 3,717251,2022-07-12,Field Sales,Android Low-End,Active,2025-05-13,Yes,No,No,0,No Loan,693,45771,66.05
BPM100169,Super Traders,Wholesale,Textile Wholesale,Tamil Nadu,Trichy,Trichy,Tier 3,609199,2022-12-09,Merchant Event,Android High-End,Active,2025-05-08,Yes,No,Yes,1,Active,94,459613,4889.5
BPM100170,Golden Center,Retail,Hardware,Maharashtra,Aurangabad,Aurangabad,Tier 3,421238,2023-03-13,App Store Download,Android Low-End,Active,2025-04-29,Yes,Yes,Yes,0,No Loan,396,125957,318.07
BPM100171,Basu & Sons,Food & Beverage,Bakery,Rajasthan,Jodhpur,Jodhpur,Tier 1,328829,2023-05-07,Field Sales,Android Low-End,Active,2025-05-16,Yes,Yes,Yes,2,Active,729,189072,259.36
BPM100172,Shri Industries,Retail,Electronics,Gujarat,Ahmedabad,Ahmedabad,Tier 3,378576,2023-10-29,Field Sales,Android Low-End,Active,2025-04-24,Yes,No,No,0,No Loan,427,134777,315.64
BPM100173,Patla Center,Food & Beverage,Cafe,Tamil Nadu,Trichy,Trichy,Tier 3,627511,2023-05-05,App Store Download,Android Mid-Range,Active,2025-05-17,Yes,Yes,No,0,No Loan,652,116470,178.63
BPM100174,Boase & Co.,Wholesale,Electronics Wholesale,Gujarat,Surat,Surat,Tier 2,391596,2023-11-09,Field Sales,Android Mid-Range,Dormant,2025-03-12,Yes,No,Yes,0,No Loan,209,282648,1352.38
BPM100175,Mital Emporium,Retail,Clothing,Uttar Pradesh,Varanasi,Varanasi,Tier 3,247483,2022-12-07,Field Sales,Android Mid-Range,Active,2025-04-28,Yes,Yes,No,0,No Loan,384,97244,253.24
BPM100176,More Shop,Food & Beverage,Cafe,Karnataka,Mangalore,Mangalore,Tier 3,582915,2022-06-21,Field Sales,Android Low-End,Active,2025-05-14,Yes,No,No,0,No Loan,481,110307,229.33
BPM100177,Shree & Sons,Wholesale,Electronics Wholesale,Maharashtra,Aurangabad,Aurangabad,Tier 3,425187,2023-09-11,Field Sales,Android Low-End,Active,2025-05-10,Yes,No,No,0,No Loan,43,237043,5512.63
BPM100178,Mitra Mart,Wholesale,Stationery Wholesale,Karnataka,Mangalore,Mangalore,Tier 3,571571,2023-01-16,Merchant Event,Android High-End,Active,2025-04-23,Yes,No,Yes,0,No Loan,122,239366,1962.02
BPM100179,Modern Point,Wholesale,Stationery Wholesale,West Bengal,Siliguri,Siliguri,Tier 3,716393,2022-10-06,Digital Marketing,Android High-End,Active,2025-05-01,Yes,Yes,Yes,3,Active,177,404503,2285.33
BPM100180,Sathe Store,Services,Tailor,Delhi,North Delhi,North Delhi,Tier 3,110040,2024-01-25,App Store Download,Android Low-End,Active,2025-05-12,Yes,No,Yes,1,Active,254,53189,209.41
BPM100181,Royal Dukan,Services,Mobile Repair,Uttar Pradesh,Varanasi,Varanasi,Tier 3,275303,2022-10-15,Field Sales,Android Mid-Range,Active,2025-05-04,Yes,Yes,No,0,No Loan,120,57876,482.3
BPM100182,Gara Traders,Wholesale,Grocery Wholesale,Maharashtra,Aurangabad,Aurangabad,Tier 3,413811,2022-12-13,Referral,iPhone,Active,2025-04-30,Yes,Yes,Yes,3,Active,100,252594,2525.94
BPM100183,Frado Mart,Food & Beverage,Dhaba,Tamil Nadu,Chennai,Chennai,Tier 1,617691,2023-03-21,Referral,Android Mid-Range,Active,2025-05-04,Yes,No,No,0,No Loan,989,185087,187.15
BPM100184,Yutika Traders,Retail,Electronics,Gujarat,Ahmedabad,Ahmedabad,Tier 1,370704,2023-02-27,Partner Bank,Android Low-End,Active,2025-05-02,Yes,No,Yes,0,No Loan,946,122908,129.92
BPM100185,Girik Emporium,Retail,Medical Store,Uttar Pradesh,Noida,Noida,Tier 3,258580,2022-11-23,Referral,Android Low-End,Active,2025-05-06,Yes,No,No,1,Active,466,89662,192.41
BPM100186,Sri & Sons,Wholesale,Textile Wholesale,Rajasthan,Ajmer,Ajmer,Tier 3,329510,2023-07-21,Referral,iPhone,Active,2025-05-13,Yes,Yes,Yes,0,No Loan,49,157940,3223.27
BPM100187,Rushil Traders,Wholesale,Electronics Wholesale,Delhi,Central Delhi,Central Delhi,Tier 3,110083,2022-10-19,Partner Bank,Android Mid-Range,Active,2025-05-18,Yes,No,Yes,5,Active,75,258324,3444.32
BPM100188,Sri Dukaan,Services,Laundry,Karnataka,Belgaum,Belgaum,Tier 3,574253,2023-10-12,Field Sales,Android Mid-Range,Active,2025-05-19,Yes,No,Yes,0,No Loan,272,43079,158.38
BPM100189,Elijah Shop,Services,Tailor,West Bengal,Kolkata,Kolkata,Tier 2,735927,2024-03-24,Field Sales,Android Low-End,Active,2025-05-11,Yes,No,No,0,No Loan,317,81475,257.02
BPM100190,Hayer Store,Food & Beverage,Juice Center,Rajasthan,Ajmer,Ajmer,Tier 2,332243,2023-04-21,Field Sales,Android High-End,Active,2025-04-27,Yes,Yes,Yes,1,Active,384,93144,242.56
BPM100191,Mugdha Dukan,Wholesale,Textile Wholesale,Karnataka,Mangalore,Mangalore,Tier 2,562339,2023-04-26,Referral,Android Low-End,Active,2025-04-25,No,Yes,No,2,Active,98,440495,4494.85
BPM100192,Super Enterprise,Retail,Electronics,West Bengal,Kolkata,Kolkata,Tier 2,714272,2022-10-14,Field Sales,Android Low-End,Active,2025-05-19,No,No,No,0,No Loan,541,91576,169.27
BPM100193,Hredhaan Junction,Food & Beverage,Cafe,Uttar Pradesh,Lucknow,Lucknow,Tier 3,246598,2024-07-20,Referral,Android Mid-Range,Active,2025-05-05,Yes,Yes,No,0,No Loan,335,123312,368.1
BPM100194,Krish Junction,Services,Printing Services,Rajasthan,Ajmer,Ajmer,Tier 3,322784,2022-09-27,Digital Marketing,Android Low-End,Active,2025-05-05,Yes,Yes,No,2,Active,318,49824,156.68
BPM100195,Jairaj Enterprise,Retail,Grocery,West Bengal,Asansol,Asansol,Tier 2,707239,2023-03-28,Referral,Android Low-End,Dormant,2025-03-09,Yes,No,No,0,No Loan,246,55489,225.57
BPM100196,Shetty Emporium,Retail,Mobile Shop,Tamil Nadu,Chennai,Chennai,Tier 3,630674,2023-12-04,Field Sales,Android Mid-Range,Active,2025-05-11,Yes,No,No,1,Active,491,120068,244.54
BPM100197,Savant Dukan,Wholesale,Grocery Wholesale,Tamil Nadu,Coimbatore,Coimbatore,Tier 3,636596,2022-11-07,Partner Bank,Android Low-End,Active,2025-05-02,Yes,Yes,Yes,0,No Loan,147,300983,2047.5
BPM100198,Sanaya Enterprise,Wholesale,Electronics Wholesale,Uttar Pradesh,Varanasi,Varanasi,Tier 3,283000,2023-03-01,Field Sales,Android Low-End,Active,2025-05-05,Yes,Yes,No,0,No Loan,80,398703,4983.79
BPM100199,Sengupta Emporium,Food & Beverage,Cafe,West Bengal,Siliguri,Siliguri,Tier 3,737461,2022-10-20,App Store Download,Android Low-End,Active,2025-04-24,Yes,No,No,1,Active,331,90883,274.57
BPM100200,Kota Dukan,Wholesale,Grocery Wholesale,West Bengal,Kolkata,Kolkata,Tier 1,737767,2023-07-18,Field Sales,Android Mid-Range,Active,2025-05-12,Yes,No,No,0,No Loan,80,677962,8474.52
BPM100201,Khare Junction,Retail,Medical Store,Karnataka,Mysore,Mysore,Tier 3,565019,2023-10-10,Field Sales,Android Mid-Range,Active,2025-05-15,Yes,Yes,No,1,Active,559,88150,157.69
BPM100202,Mangal Industries,Food & Beverage,Cafe,Punjab,Bathinda,Bathinda,Tier 3,148068,2022-10-07,Field Sales,Android Mid-Range,Active,2025-05-08,Yes,Yes,No,1,Default,529,136554,258.14
BPM100203,Modern & Sons,Food & Beverage,Tea Stall,Delhi,East Delhi,East Delhi,Tier 3,110079,2022-07-19,Digital Marketing,Android Low-End,Active,2025-05-02,Yes,No,No,0,No Loan,393,66263,168.61
BPM100204,Dua Store,Retail,General Store,Gujarat,Vadodara,Vadodara,Tier 2,383607,2022-06-07,Field Sales,Android Mid-Range,Active,2025-05-04,Yes,No,Yes,0,No Loan,429,185543,432.5
BPM100205,Bhatt Mart,Food & Beverage,Restaurant,Uttar Pradesh,Varanasi,Varanasi,Tier 3,251563,2022-11-10,Field Sales,Android High-End,Active,2025-04-24,Yes,Yes,No,0,No Loan,503,160091,318.27
BPM100206,Samuel Center,Food & Beverage,Dhaba,Karnataka,Belgaum,Belgaum,Tier 3,582216,2023-03-08,App Store Download,Android Mid-Range,Active,2025-05-13,Yes,No,No,1,Active,469,140724,300.05
BPM100207,Bahri Emporium,Services,Tailor,Gujarat,Vadodara,Vadodara,Tier 2,389032,2023-12-21,Field Sales,Android Mid-Range,Active,2025-04-30,Yes,Yes,No,0,No Loan,191,41460,217.07
BPM100208,Mahajan Emporium,Food & Beverage,Bakery,Karnataka,Mysore,Mysore,Tier 2,565366,2023-04-21,Field Sales,Android Mid-Range,Active,2025-05-13,Yes,Yes,No,0,No Loan,548,113431,206.99
BPM100209,Shri Enterprises,Services,Mobile Repair,Punjab,Amritsar,Amritsar,Tier 3,146221,2023-02-18,Merchant Event,Android Mid-Range,Active,2025-04-27,Yes,Yes,No,0,No Loan,220,46866,213.03
BPM100210,Ramachandran Traders,Food & Beverage,Fast Food,Karnataka,Mangalore,Mangalore,Tier 2,560816,2023-08-04,Referral,Android Low-End,Active,2025-04-20,Yes,Yes,No,2,Active,1180,174662,148.02
BPM100211,Ravel Dukan,Food & Beverage,Sweet Shop,Punjab,Ludhiana,Ludhiana,Tier 1,150983,2023-06-28,App Store Download,Android Mid-Range,Active,2025-05-10,Yes,Yes,Yes,2,Active,873,138973,159.19
BPM100212,Walla Traders,Wholesale,Stationery Wholesale,Rajasthan,Kota,Kota,Tier 2,329736,2023-01-16,Field Sales,Android Low-End,Active,2025-05-18,Yes,Yes,Yes,1,Active,64,231573,3618.33
BPM100213,Triya Mart,Retail,Grocery,Punjab,Bathinda,Bathinda,Tier 3,151802,2022-08-27,Referral,iPhone,Active,2025-05-17,Yes,Yes,No,0,No Loan,476,92205,193.71
BPM100214,Lad Center,Wholesale,Stationery Wholesale,Uttar Pradesh,Kanpur,Kanpur,Tier 2,280516,2023-08-29,Field Sales,Android High-End,Dormant,2025-03-21,Yes,Yes,No,0,No Loan,190,265416,1396.93
BPM100215,Narang Traders,Services,Laundry,Tamil Nadu,Chennai,Chennai,Tier 1,613185,2023-04-21,Field Sales,Android Mid-Range,Active,2025-05-07,Yes,No,Yes,1,Active,185,94529,510.97
BPM100216,Shri Mart,Retail,Hardware,Punjab,Patiala,Patiala,Tier 2,164333,2022-08-23,Digital Marketing,Android Low-End,Active,2025-04-20,Yes,Yes,No,1,Default,539,166502,308.91
BPM100217,Mall Center,Services,Tailor,Delhi,West Delhi,West Delhi,Tier 3,110057,2023-05-05,Field Sales,Android High-End,Dormant,2025-03-18,Yes,No,No,0,No Loan,179,47531,265.54
BPM100218,Finn Center,Wholesale,Grocery Wholesale,Punjab,Amritsar,Amritsar,Tier 2,155052,2022-11-24,Digital Marketing,Android Mid-Range,Active,2025-05-18,Yes,No,No,3,Active,60,373675,6227.92
BPM100219,Palla & Sons,Retail,Electronics,West Bengal,Kolkata,Kolkata,Tier 1,700999,2023-12-14,Field Sales,Android Low-End,Active,2025-05-14,Yes,No,Yes,0,No Loan,891,147410,165.44
BPM100220,Udarsh Center,Retail,Stationery,Rajasthan,Udaipur,Udaipur,Tier 2,312985,2022-10-24,Digital Marketing,Android High-End,Active,2025-04-29,Yes,No,Yes,3,Active,522,72213,138.34
BPM100221,Iyengar Dukan,Services,Mobile Repair,Rajasthan,Kota,Kota,Tier 1,307398,2023-09-10,Field Sales,Android Mid-Range,Active,2025-04-27,Yes,Yes,No,0,No Loan,440,75587,171.79
BPM100222,Anmol Emporium,Wholesale,Stationery Wholesale,Delhi,New Delhi,New Delhi,Tier 2,110075,2024-01-25,Field Sales,Android High-End,Active,2025-05-01,Yes,Yes,No,1,Active,207,329529,1591.93
BPM100223,Urvashi Shop,Retail,Grocery,Gujarat,Vadodara,Vadodara,Tier 2,392394,2022-12-29,Referral,Android Mid-Range,Dormant,2025-04-10,Yes,No,No,0,No Loan,493,73130,148.34
BPM100224,Shroff Dukan,Services,Electronics Repair,Punjab,Jalandhar,Jalandhar,Tier 3,142045,2023-03-06,Field Sales,Android Low-End,Active,2025-05-12,Yes,No,No,0,No Loan,94,30980,329.57
BPM100225,Pillay Junction,Food & Beverage,Tea Stall,Karnataka,Hubli,Hubli,Tier 3,573671,2023-05-30,Referral,Android Mid-Range,Active,2025-05-06,No,Yes,Yes,0,No Loan,560,61314,109.49
BPM100226,Contractor Emporium,Retail,Stationery,Rajasthan,Jodhpur,Jodhpur,Tier 2,327837,2023-04-22,Field Sales,Android Low-End,Active,2025-05-18,Yes,No,Yes,0,No Loan,637,162705,255.42
BPM100227,Nihal Emporium,Retail,Hardware,Delhi,New Delhi,New Delhi,Tier 2,110084,2022-08-13,Digital Marketing,Android Mid-Range,Active,2025-05-01,Yes,No,No,0,No Loan,606,62531,103.19
BPM100228,Devika Enterprise,Food & Beverage,Restaurant,West Bengal,Kolkata,Kolkata,Tier 1,731009,2022-12-29,Field Sales,Android Mid-Range,Active,2025-04-22,Yes,Yes,No,1,Paid,1581,153511,97.1
BPM100229,Issac Mart,Food & Beverage,Sweet Shop,Maharashtra,Nagpur,Nagpur,Tier 2,405531,2023-10-13,Field Sales,Android High-End,Active,2025-05-13,Yes,No,Yes,3,Active,1110,206047,185.63
BPM100230,Faqid Mart,Services,Tailor,Punjab,Patiala,Patiala,Tier 2,155551,2023-01-20,App Store Download,Android Low-End,Active,2025-04-28,No,Yes,No,3,Active,293,116462,397.48
BPM100231,Mitra & Co.,Services,Printing Services,Gujarat,Surat,Surat,Tier 3,372774,2024-01-27,Merchant Event,Android Mid-Range,Dormant,2025-04-13,Yes,No,No,0,No Loan,151,52716,349.11
BPM100232,Jai Mart,Food & Beverage,Dhaba,Tamil Nadu,Chennai,Chennai,Tier 3,605661,2023-10-03,Field Sales,Android Low-End,Active,2025-05-11,Yes,No,Yes,0,No Loan,1148,161916,141.04
BPM100233,Walia Store,Services,Tailor,Maharashtra,Mumbai City,Mumbai City,Tier 2,416923,2023-01-25,Field Sales,Android Mid-Range,Active,2025-05-15,Yes,No,No,0,No Loan,333,44912,134.87
BPM100234,Prabhakar Industries,Retail,General Store,West Bengal,Durgapur,Durgapur,Tier 1,709755,2022-12-18,Field Sales,Android Mid-Range,Active,2025-04-19,Yes,No,No,0,No Loan,918,163447,178.05
BPM100235,Golden Point,Services,Laundry,Rajasthan,Jaipur,Jaipur,Tier 2,337174,2022-09-21,Digital Marketing,Android Low-End,Active,2025-05-09,Yes,No,No,0,No Loan,218,102834,471.72
BPM100236,Arora Center,Wholesale,Grocery Wholesale,Gujarat,Ahmedabad,Ahmedabad,Tier 1,383544,2022-09-27,Field Sales,Android Mid-Range,Active,2025-05-17,Yes,No,Yes,0,No Loan,214,423747,1980.13
BPM100237,Suri Enterprises,Wholesale,Textile Wholesale,Maharashtra,Aurangabad,Aurangabad,Tier 1,443733,2023-01-20,Field Sales,Android High-End,Active,2025-04-20,Yes,Yes,No,2,Paid,260,443094,1704.21
BPM100238,Sant Mart,Retail,Electronics,Delhi,South Delhi,South Delhi,Tier 3,110028,2022-11-27,Digital Marketing,Android Low-End,Active,2025-05-01,Yes,Yes,No,1,Active,449,88611,197.35
BPM100239,Vig Emporium,Wholesale,Textile Wholesale,Uttar Pradesh,Meerut,Meerut,Tier 3,221627,2023-02-04,Digital Marketing,Android Mid-Range,Active,2025-04-21,Yes,Yes,Yes,2,Paid,113,195299,1728.31
BPM100240,Rajata Mart,Wholesale,Grocery Wholesale,Rajasthan,Udaipur,Udaipur,Tier 3,322796,2023-09-11,Field Sales,Android High-End,Active,2025-05-02,Yes,Yes,No,1,Active,125,333288,2666.3
